#rank	chr	start	end	strand
2863	12	39271774	39272521	+
2864	5	119425282	119425984	+
2865	4	152742807	152743167	+
2866	4	130946960	130948364	+
2867	17	56465828	56466793	+
2868	15	31748794	31749304	+
2869	2	130226800	130227086	+
2870	4	13813331	13814304	+
2871	12	87284127	87284985	+
2872	4	129636871	129637513	+
2873	5	137286593	137287165	+
2874	4	105533513	105534335	+
2875	1	191391785	191392493	+
2876	13	58159441	58160251	+
2877	6	125758907	125759444	+
2878	12	83335512	83336159	+
2879	7	86427107	86427871	+
2880	10	55344411	55345168	+
2881	17	25965546	25966114	+
2882	3	79793052	79793620	+
2883	13	69674000	69674935	+
2884	11	57600506	57601248	+
2885	11	28670674	28671350	+
2886	3	66178285	66179465	+
2887	1	99947577	99948123	+
2888	14	23602320	23602979	+
2889	11	106128987	106130367	+
2890	4	13292015	13292811	+
2891	13	44025470	44026547	+
2892	1	78816196	78817220	+
2893	6	148893165	148895039	+
2894	9	55131106	55131717	+
2895	19	45411323	45412364	+
2896	6	51658833	51659434	+
2897	4	62068841	62069481	+
2898	9	32401526	32401838	+
2899	5	134790967	134791909	+
2900	18	84520262	84520982	+
2901	4	108105796	108106543	+
2902	3	122865781	122866791	+
2903	6	66997998	66998466	+
2904	15	94929756	94930147	+
2905	3	128214740	128215202	+
2906	11	32863278	32864048	+
2907	6	28678472	28679342	+
2908	12	53977111	53977611	+
2909	2	127033853	127034466	+
2910	14	76263288	76263804	+
2911	11	87239876	87240454	+
2912	3	52744786	52745374	+
2913	5	86496180	86497003	+
2914	4	126332650	126333013	+
2915	12	89599030	89599694	+
2916	16	95691402	95692087	+
2917	7	75247789	75248454	+
2918	18	35520463	35521157	+
2919	7	28018004	28018928	+
2920	5	75550461	75550850	+
2921	10	8167283	8167944	+
2922	5	110180415	110180685	+
2923	16	55142760	55143361	+
2924	11	111519591	111520133	+
2925	15	92957292	92957833	+
2926	16	28841169	28841598	+
2927	4	140023386	140023756	+
2928	6	84360018	84360496	+
2929	6	93367371	93368181	+
2930	13	73971039	73971784	+
2931	19	27004853	27005432	+
2932	7	4483561	4484318	+
2933	3	52071015	52072231	+
2934	6	61150460	61151122	+
2935	11	63837655	63839723	+
2936	4	108079632	108080677	+
2937	3	55590223	55592177	+
2938	2	18981526	18982229	+
2939	3	146916468	146917092	+
2940	4	73149700	73150820	+
2941	15	84069569	84070337	+
2942	2	77121609	77122373	+
2943	1	158782416	158783038	+
2944	18	55975072	55976451	+
2945	16	90629010	90630253	+
2946	9	51227041	51227587	+
2947	15	75586462	75586932	+
2948	9	63868963	63869863	+
2949	3	66339643	66340733	+
2950	9	43063415	43064181	+
2951	6	7782766	7783234	+
2952	18	58134559	58135426	+
2953	7	89347998	89348819	+
2954	1	188084493	188084742	+
2955	18	61817705	61817996	+
2956	4	134702643	134703398	+
2957	X	165997646	165998197	+
2958	4	99809721	99810615	+
2959	4	90874307	90874803	+
2960	X	66613852	66614765	+
2961	1	164056530	164057144	+
2962	2	59859566	59859924	+
2963	5	48103171	48103500	+
2964	6	4673949	4674754	+
2965	2	162437748	162438576	+
2966	6	127000567	127001102	+
2967	15	86260107	86261120	+
2968	10	43297309	43298326	+
2969	6	124294917	124295792	+
2970	15	11713447	11713921	+
2971	1	122555929	122556485	+
2972	1	38816787	38817628	+
2973	11	120176290	120177988	+
2974	9	110653018	110654059	+
2975	3	66780796	66782805	+
2976	2	30460253	30461329	+
2977	1	180335487	180337143	+
2978	17	68349042	68349630	+
2979	8	59612605	59613489	+
2980	15	76062660	76063845	+
2981	6	117656609	117657554	+
2982	8	90275445	90275993	+
2983	15	39831319	39831850	+
2984	13	43072232	43073168	+
2985	2	46057009	46057626	+
2986	14	22987253	22987897	+
2987	17	84427786	84428661	+
2988	16	93398497	93398896	+
2989	1	136547709	136548565	+
2990	13	64668232	64668998	+
2991	14	79393206	79393744	+
2992	15	34566081	34566691	+
2993	11	67876121	67876814	+
2994	5	45079873	45080411	+
2995	3	149505088	149505599	+
2996	19	28333205	28334252	+
2997	16	96186171	96186577	+
2998	10	13772537	13773209	+
2999	12	94581269	94581924	+
3000	6	52230707	52231504	+
3001	18	76331036	76331823	+
3002	4	11696353	11697193	+
3003	4	28630526	28631121	+
3004	7	104058916	104060147	+
3005	6	95993683	95994246	+
3006	11	87974641	87975780	+
3007	17	69440926	69441290	+
3008	11	109848396	109848719	+
3009	17	30472521	30473384	+
3010	8	59572845	59574310	+
3011	16	94432011	94432645	+
3012	13	32703131	32704303	+
3013	18	53110075	53110876	+
3014	5	111040274	111040941	+
3015	8	70954995	70955528	+
3016	4	10071236	10071667	+
3017	16	59598672	59600559	+
3018	3	103519956	103520541	+
3019	4	90955766	90956322	+
3020	19	5813989	5814605	+
3021	12	12595621	12596202	+
3022	3	105762245	105763068	+
3023	7	34328257	34328712	+
3024	2	101805417	101806648	+
3025	9	31707832	31708309	+
3026	16	44665393	44666966	+
3027	9	87447188	87447802	+
3028	7	16759192	16759646	+
3029	9	60143081	60143545	+
3030	16	23890146	23890581	+
3031	15	8683917	8684698	+
3032	7	38118207	38119136	+
3033	2	145002722	145002976	+
3034	3	147524853	147525876	+
3035	2	163114657	163115173	+
3036	13	108585659	108586164	+
3037	19	30170470	30171440	+
3038	3	49769393	49770091	+
3039	6	52126693	52128834	+
3040	2	126378197	126378830	+
3041	1	78086158	78086780	+
3042	10	118568774	118569389	+
3043	2	159412486	159413024	+
3044	8	50986984	50987897	+
3045	13	53416245	53416911	+
3046	10	24060153	24061165	+
3047	11	45254705	45255321	+
3048	12	5195990	5196684	+
3049	2	135933343	135934241	+
3050	16	96056277	96056636	+
3051	7	152125076	152128089	+
3052	15	103027823	103028479	+
3053	1	38922876	38923573	+
3054	5	107725236	107726279	+
3055	9	69611595	69612257	+
3056	5	129995732	129996158	+
3057	4	14200724	14201805	+
3058	8	26444720	26444936	+
3059	11	35231058	35232006	+
3060	12	74456087	74456972	+
3061	5	82202533	82202957	+
3062	9	63560519	63560990	+
3063	16	96549094	96549628	+
3064	5	84249483	84250029	+
3065	3	23607010	23607410	+
3066	7	77788198	77788980	+
3067	17	60272241	60273120	+
3068	6	50943841	50944595	+
3069	4	89175043	89175511	+
3070	6	87588203	87588728	+
3071	5	99615415	99615934	+
3072	13	3707999	3708904	+
3073	5	68064053	68064809	+
3074	2	30326302	30328625	+
3075	3	3388016	3388893	+
3076	19	55884169	55885094	+
3077	5	99219870	99220449	+
3078	8	59383971	59384625	+
3079	9	61450421	61451714	+
3080	12	28301668	28301995	+
3081	12	74560946	74562070	+
3082	1	7300997	7301436	+
3083	1	160377671	160378234	+
3084	18	47863369	47863873	+
3085	5	15915782	15916335	+
3086	6	73105529	73106091	+
3087	5	75544330	75549026	+
3088	11	34019338	34019789	+
3089	17	45999169	45999603	+
3090	16	95839673	95840153	+
3091	5	141488909	141489929	+
3092	19	18805371	18806205	+
3093	3	101200474	101201287	+
3094	14	47224181	47226256	+
3095	9	66125019	66125228	+
3096	9	61493509	61494212	+
3097	7	4472911	4473267	+
3098	10	70102966	70103556	+
3099	15	66504402	66504904	+
3100	11	111978265	111979100	+
3101	5	38073792	38074454	+
3102	1	52363410	52364326	+
3103	2	44257558	44257984	+
3104	1	46886788	46887590	+
3105	12	92879527	92880533	+
3106	5	148963767	148964494	+
3107	17	46755321	46757268	+
3108	3	99081459	99082177	+
3109	1	79403026	79403504	+
3110	3	120728325	120729083	+
3111	12	3685175	3685754	+
3112	5	119984875	119985137	+
3113	6	39737527	39738270	+
3114	17	81738827	81739269	+
3115	10	125427792	125428577	+
3116	8	90975420	90976265	+
3117	6	117652982	117653468	+
3118	17	11033694	11034379	+
3119	9	78875601	78877235	+
3120	15	36633546	36634623	+
3121	15	26448903	26450134	+
3122	17	29534773	29535308	+
3123	11	105015060	105015521	+
3124	10	85766565	85768036	+
3125	6	23230750	23231264	+
3126	3	30126515	30127688	+
3127	8	108379025	108379924	+
3128	19	15901517	15902879	+
3129	7	103758219	103758751	+
3130	9	66589900	66590228	+
3131	5	133665802	133666563	+
3132	18	82559878	82560651	+
3133	4	87303810	87304354	+
3134	2	26053941	26054409	+
3135	16	86115529	86116279	+
3136	19	57138814	57139341	+
3137	1	62458909	62459640	+
3138	9	87622788	87624292	+
3139	15	93762021	93763312	+
3140	16	56029110	56030605	+
3141	9	72676646	72677165	+
3142	12	96930390	96931456	+
3143	3	51873686	51874533	+
3144	6	8428897	8429628	+
3145	19	32398969	32400182	+
3146	2	28895494	28896115	+
3147	13	71871732	71872282	+
3148	1	140102680	140103245	+
3149	5	68000076	68000700	+
3150	3	93250945	93251936	+
3151	11	63478413	63479412	+
3152	5	15253405	15253861	+
3153	7	129017705	129018093	+
3154	18	75746911	75747650	+
3155	7	103532115	103532961	+
3156	5	47443878	47444227	+
3157	7	140394196	140394592	+
3158	11	65318451	65319156	+
3159	1	134521009	134521927	+
3160	10	29506045	29506937	+
3161	16	31314033	31314837	+
3162	11	33044945	33045906	+
3163	6	32737193	32738277	+
3164	18	58819407	58820044	+
3165	8	117773769	117774386	+
3166	2	50995594	50996090	+
3167	19	4559323	4559900	+
3168	10	125403854	125406970	+
3169	11	76385123	76385593	+
3170	11	81198378	81199687	+
3171	2	45363073	45363605	+
3172	19	60405845	60406293	+
3173	9	40538473	40540309	+
3174	5	119872769	119873133	+
3175	3	139523660	139524597	+
3176	9	36745961	36746430	+
3177	9	56491196	56491953	+
3178	9	27947287	27947816	+
3179	7	108255586	108256529	+
3180	6	119585727	119586338	+
3181	16	63556256	63556832	+
3182	3	91017261	91017754	+
3183	9	59130057	59130611	+
3184	6	93016601	93017437	+
3185	7	77794520	77795243	+
3186	3	27268959	27269509	+
3187	8	37674643	37676267	+
3188	2	68082038	68082507	+
3189	5	16512846	16513389	+
3190	5	36892863	36893418	+
3191	13	51086971	51087848	+
3192	3	143141013	143141522	+
3193	8	45851675	45852514	+
3194	11	18816644	18817400	+
3195	15	68088563	68089323	+
3196	15	62883919	62884482	+
3197	4	154012007	154012629	+
3198	10	66384398	66384973	+
3199	6	136467183	136468214	+
3200	17	81109232	81110635	+
3201	4	127296961	127297583	+
3202	9	83532256	83532862	+
3203	9	96775735	96776082	+
3204	8	27978711	27979250	+
3205	12	86541946	86542367	+
3206	6	5988318	5989663	+
3207	1	73298449	73298951	+
3208	11	52873837	52874545	+
3209	4	93103826	93104409	+
3210	17	84637596	84638077	+
3211	7	129163699	129164442	+
3212	10	44860381	44860997	+
3213	1	173341382	173342678	+
3214	9	86876356	86877008	+
3215	7	75274699	75275573	+
3216	4	98007098	98007527	+
3217	2	147255685	147256160	+
3218	7	120351418	120352549	+
3219	8	12467709	12468475	+
3220	17	49905993	49906510	+
3221	11	62351403	62352139	+
3222	8	104550842	104551391	+
3223	2	35358914	35360038	+
3224	7	75411605	75412219	+
3225	16	44695743	44696394	+
3226	12	26218427	26220259	+
3227	9	36930830	36931337	+
3228	7	137362374	137362725	+
3229	6	16743930	16745180	+
3230	3	81444571	81445514	+
3231	7	56740684	56741320	+
3232	11	17350459	17351084	+
3233	18	42761526	42762093	+
3234	6	100236098	100236736	+
3235	2	12147329	12147953	+
3236	3	37873727	37874557	+
3237	19	26778652	26779620	+
3238	8	19892533	19893087	+
3239	10	62486886	62487597	+
3240	13	111960574	111961323	+
3241	8	27450956	27451600	+
3242	4	127719804	127720306	+
3243	12	114165835	114166443	+
3244	16	58348917	58349198	+
3245	9	16962922	16963641	+
3246	8	111679180	111679954	+
3247	17	86246784	86247459	+
3248	2	152560424	152561594	+
3249	3	104479146	104479660	+
3250	12	114593141	114593815	+
3251	3	40547998	40548656	+
3252	11	43826671	43827342	+
3253	2	58695890	58696144	+
3254	14	12858457	12859001	+
3255	12	71926855	71929214	+
3256	5	144378354	144379436	+
3257	12	15756490	15757195	+
3258	6	81979879	81980562	+
3259	13	103817481	103818304	+
3260	18	8883300	8883765	+
3261	4	43743552	43744085	+
3262	15	10469801	10471061	+
3263	13	53071187	53072030	+
3264	13	100244972	100245548	+
3265	7	71069251	71069969	+
3266	2	26928064	26928909	+
3267	19	15044688	15045217	+
3268	7	77577939	77578868	+
3269	19	20618000	20618794	+
3270	5	25153642	25153919	+
3271	5	120120647	120121700	+
3272	18	60199531	60200069	+
3273	14	62681936	62682681	+
3274	13	32849209	32849764	+
3275	1	59099390	59099640	+
3276	13	36621186	36621879	+
3277	5	4560518	4561318	+
3278	1	79180378	79180664	+
3279	X	103777272	103778737	+
3280	5	74591675	74592424	+
3281	7	82405007	82405361	+
3282	7	20355643	20356735	+
3283	11	35164042	35165275	+
3284	4	47752311	47752858	+
3285	4	124854245	124854530	+
3286	14	26113524	26114249	+
3287	10	118535825	118536380	+
3288	5	129675227	129676204	+
3289	9	48565486	48566455	+
3290	X	74754500	74755141	+
3291	9	57961009	57962577	+
3292	2	16588941	16589675	+
3293	2	35469165	35469744	+
3294	13	58778846	58779489	+
3295	12	27652101	27652669	+
3296	6	52729250	52729734	+
3297	3	141757006	141757474	+
3298	4	140239706	140240685	+
3299	12	113386513	113387260	+
3300	8	92753978	92754488	+
3301	2	180175300	180175890	+
3302	13	44503827	44504515	+
3303	10	58684761	58685369	+
3304	3	86925673	86926270	+
3305	11	51202887	51204310	+
3306	7	136798563	136799055	+
3307	1	138903211	138903854	+
3308	17	84313015	84313588	+
3309	8	79997793	79998299	+
3310	2	92741849	92742396	+
3311	4	58644202	58644626	+
3312	17	86672132	86673353	+
3313	2	106300541	106302629	+
3314	1	77442754	77443446	+
3315	17	27936790	27937452	+
3316	2	75801351	75801895	+
3317	2	59557441	59558172	+
3318	11	89275803	89276226	+
3319	2	73821033	73821690	+
3320	5	100181870	100182368	+
3321	14	103388857	103389398	+
3322	3	68292136	68292840	+
3323	13	116933273	116933801	+
3324	19	31838740	31839692	+
3325	16	89774610	89775238	+
3326	5	143579045	143583296	+
3327	8	71317393	71318877	+
3328	11	19700440	19700844	+
3329	13	63659332	63660350	+
3330	7	122632290	122632795	+
3331	1	56731945	56732635	+
3332	10	17447389	17448136	+
3333	3	96961599	96963195	+
3334	2	151940947	151941672	+
3335	5	105929317	105930086	+
3336	7	90017102	90018329	+
3337	11	75897248	75897827	+
3338	6	141422959	141423645	+
3339	4	33397561	33398194	+
3340	2	143739881	143740800	+
3341	11	69571662	69572567	+
3342	9	121252615	121253421	+
3343	5	30498654	30499189	+
3344	13	90900002	90900837	+
3345	5	92371040	92371549	+
3346	10	25131551	25132113	+
3347	4	150760708	150761566	+
3348	18	55421139	55421645	+
3349	13	28733052	28733349	+
3350	15	96530133	96530856	+
3351	4	116945118	116946001	+
3352	16	45829112	45830987	+
3353	14	29841674	29842328	+
3354	3	131400974	131401619	+
3355	18	75533238	75533999	+
3356	11	64401265	64402668	+
3357	2	58384789	58385510	+
3358	17	80137994	80138742	+
3359	7	103894220	103894756	+
3360	4	147221849	147222637	+
3361	11	94190719	94191569	+
3362	2	165478652	165479364	+
3363	13	26367300	26367935	+
3364	11	3308574	3309584	+
3365	9	87347302	87347824	+
3366	10	28474747	28475667	+
3367	11	107332330	107333249	+
3368	1	164064618	164065302	+
3369	6	95264686	95265270	+
3370	11	70481155	70481714	+
3371	7	102367927	102368565	+
3372	2	154797636	154798360	+
3373	2	164680294	164680753	+
3374	12	54970604	54971130	+
3375	7	97933131	97933701	+
3376	3	113733466	113734640	+
3377	6	113802320	113802819	+
3378	6	135882136	135882960	+
3379	1	189678046	189678638	+
3380	7	36774593	36775022	+
3381	4	130220069	130220640	+
3382	5	51869451	51870131	+
3383	17	49955975	49956490	+
3384	12	10146872	10147392	+
3385	2	104655865	104657118	+
3386	13	117297844	117298746	+
3387	11	20539628	20540257	+
3388	1	167978771	167979883	+
3389	12	97832934	97833398	+
3390	13	32147029	32147619	+
3391	7	140006623	140007720	+
3392	15	83530313	83531054	+
3393	19	55601165	55601706	+
3394	3	83514810	83515444	+
3395	16	37975580	37976045	+
3396	4	127239774	127240401	+
3397	12	12910609	12911298	+
3398	4	46354956	46355840	+
3399	8	116191063	116191932	+
3400	11	94289633	94290421	+
3401	9	24654939	24655500	+
3402	2	152236974	152237743	+
3403	11	26389800	26390433	+
3404	9	61521261	61521880	+
3405	5	131846570	131847450	+
3406	4	149338713	149339191	+
3407	1	71943431	71944016	+
3408	17	71658897	71659769	+
3409	9	61011572	61012019	+
3410	19	25923621	25924406	+
3411	19	55737050	55737570	+
3412	2	101383937	101384645	+
3413	14	71393384	71394265	+
3414	16	29893549	29895043	+
3415	18	82656204	82656733	+
3416	2	170423031	170423588	+
3417	10	50427880	50428415	+
3418	5	64978832	64979403	+
3419	3	130069657	130070369	+
3420	11	112273668	112274141	+
3421	10	49508575	49509146	+
3422	9	108997061	108997769	+
3423	8	45167165	45167817	+
3424	7	52675283	52676127	+
3425	1	41667664	41668285	+
3426	3	66209326	66210276	+
3427	11	24683447	24683881	+
3428	12	13073350	13074497	+
3429	9	80239085	80239541	+
3430	6	52897615	52899023	+
3431	5	20859419	20860115	+
3432	4	136302019	136302823	+
3433	5	65196861	65198223	+
3434	2	167422471	167423103	+
3435	12	81667670	81668291	+
3436	19	50416426	50417120	+
3437	7	77249458	77250311	+
3438	7	31835153	31836021	+
3439	14	8672334	8673117	+
3440	11	102498255	102499158	+
3441	8	130241779	130242112	+
3442	9	29008884	29009467	+
3443	4	114236347	114237110	+
3444	16	35585297	35585959	+
3445	6	72388987	72390580	+
3446	10	27883491	27884077	+
3447	1	21511479	21512182	+
3448	5	13398299	13399974	+
3449	12	85502455	85503073	+
3450	5	54656133	54656545	+
3451	5	140578383	140579700	+
3452	13	44327387	44327845	+
3453	10	91321472	91322332	+
3454	2	119698202	119699051	+
3455	X	139637145	139637856	+
3456	X	72375969	72376748	+
3457	1	75653500	75654026	+
3458	4	94852450	94853173	+
3459	5	74757526	74758154	+
3460	4	131040484	131041111	+
3461	11	34935373	34936092	+
3462	1	165296433	165296859	+
3463	11	58768242	58768844	+
3464	3	144044040	144044920	+
3465	8	123992021	123993265	+
3466	8	68706148	68706572	+
3467	6	51068997	51069916	+
3468	17	15945585	15946665	+
3469	X	160302889	160303426	+
3470	2	146283350	146283820	+
3471	4	149254422	149254994	+
3472	13	77402672	77403261	+
3473	4	101076175	101076682	+
3474	8	19892343	19893208	+
3475	10	93181326	93181949	+
3476	4	13251420	13251984	+
3477	18	55650434	55651021	+
3478	3	136107534	136108114	+
3479	10	80637338	80638042	+
3480	17	87759583	87760461	+
3481	18	48117536	48118130	+
3482	4	105360741	105361486	+
3483	1	76062008	76062675	+
3484	15	27865775	27865992	+
3485	7	56811787	56812075	+
3486	8	27962433	27963413	+
3487	4	116323375	116324521	+
3488	15	34533810	34534455	+
3489	9	14417269	14418465	+
3490	1	60984529	60985086	+
3491	7	138969266	138970450	+
3492	13	14971126	14971784	+
3493	2	59592850	59593742	+
3494	12	52068324	52069358	+
3495	16	74411281	74413556	+
3496	12	12634354	12634877	+
3497	1	64138480	64139077	+
3498	17	16011385	16012024	+
3499	2	180444416	180445036	+
3500	19	44575921	44576847	+
3501	10	125385935	125386723	+
3502	1	171234279	171234887	+
3503	8	27941780	27942405	+
3504	19	56015095	56016024	+
3505	16	57383589	57384264	+
3506	4	152598738	152599237	+
3507	15	25703650	25704577	+
3508	19	55524381	55525008	+
3509	7	30568992	30569838	+
3510	2	3945991	3946589	+
3511	19	44023250	44023851	+
3512	12	30491164	30491528	+
3513	5	112234579	112235307	+
3514	12	41171831	41172336	+
3515	4	84146363	84147097	+
3516	7	119301773	119302483	+
3517	2	181687325	181687927	+
3518	18	6491081	6491539	+
3519	13	51409625	51410484	+
3520	4	26516467	26517431	+
3521	9	120641388	120642367	+
3522	14	75240660	75241002	+
3523	8	105213446	105213693	+
3524	X	45639175	45639873	+
3525	8	92021858	92022521	+
3526	16	87942107	87943044	+
3527	2	124435743	124436954	+
3528	4	64939432	64940276	+
3529	8	111122812	111123293	+
3530	12	28616714	28617254	+
3531	17	45872228	45873524	+
3532	4	150202182	150202925	+
3533	3	98228556	98229196	+
3534	15	86589273	86589754	+
3535	9	41745335	41746674	+
3536	3	131039442	131040020	+
3537	2	137647050	137647640	+
3538	16	8198975	8199540	+
3539	3	131606689	131607153	+
3540	3	156854375	156855183	+
3541	9	16222820	16223291	+
3542	12	111160228	111160729	+
3543	19	28466174	28466661	+
3544	9	87263676	87264139	+
3545	12	34646260	34648260	+
3546	X	49798034	49798562	+
3547	10	76715383	76715861	+
3548	19	42827056	42827890	+
3549	16	92301335	92302500	+
3550	17	59409646	59410175	+
3551	6	67005675	67006404	+
3552	3	23836241	23836681	+
3553	14	122654566	122655865	+
3554	3	52205620	52206100	+
3555	9	34758832	34759291	+
3556	2	18869811	18870615	+
3557	9	87918122	87918587	+
3558	8	91530129	91530773	+
3559	2	49205149	49205771	+
3560	7	144495656	144496183	+
3561	13	3357853	3359893	+
3562	17	71201668	71203512	+
3563	2	75907201	75907862	+
3564	8	7744044	7744734	+
3565	1	196137020	196137548	+
3566	6	125405865	125406321	+
3567	3	66025136	66025994	+
3568	3	40095322	40095951	+
3569	14	26048066	26048982	+
3570	12	105874942	105876111	+
3571	7	31934961	31935721	+
3572	2	173889345	173889869	+
3573	18	84938210	84938695	+
3574	9	98197373	98197714	+
3575	5	19586441	19587058	+
3576	17	63353224	63353636	+
3577	11	17149081	17149554	+
3578	16	86527526	86527961	+
3579	15	27103094	27104187	+
3580	1	158870096	158871587	+
3581	3	137310141	137311004	+
3582	3	7112999	7114030	+
3583	1	76825461	76826008	+
3584	18	76849810	76850695	+
3585	14	78518838	78519536	+
3586	9	60932524	60933255	+
3587	10	98822092	98822675	+
3588	8	116249598	116250212	+
3589	3	107483792	107484443	+
3590	12	66529178	66529807	+
3591	9	36841696	36842300	+
3592	11	108808501	108809480	+
3593	19	29729669	29730354	+
3594	18	13718929	13719406	+
3595	14	102145615	102146517	+
3596	18	54440808	54441488	+
3597	6	119610940	119611473	+
3598	12	53482421	53482896	+
3599	19	16135961	16136707	+
3600	X	67568126	67568848	+
3601	5	110715475	110715885	+
3602	12	74587363	74587873	+
3603	1	170285829	170286640	+
3604	17	10834770	10835282	+
3605	2	129737232	129737923	+
3606	5	133075959	133076967	+
3607	2	119022310	119022634	+
3608	19	38614669	38615696	+
3609	3	131849662	131850418	+
3610	7	37965151	37966317	+
3611	8	24248398	24249077	+
3612	2	149655455	149656195	+
3613	2	74559126	74560077	+
3614	3	149368678	149369322	+
3615	4	105321490	105322027	+
3616	11	19510541	19511255	+
3617	2	129365681	129366037	+
3618	15	83552526	83553160	+
3619	11	76193227	76194053	+
3620	8	91912408	91912934	+
3621	5	118830363	118830953	+
3622	3	55315625	55316129	+
3623	16	20908615	20909099	+
3624	12	105831184	105831958	+
3625	12	118484299	118485060	+
3626	12	94922817	94923214	+
3627	13	78768277	78768883	+
3628	2	72066754	72067268	+
3629	5	104525020	104525597	+
3630	6	127823045	127823492	+
3631	5	30772798	30773425	+
3632	5	149995206	149995858	+
3633	5	97808859	97809357	+
3634	17	15448741	15449290	+
3635	15	12754289	12755031	+
3636	16	30096505	30096907	+
3637	6	140897073	140897552	+
3638	8	3493270	3493828	+
3639	3	90427352	90427906	+
3640	18	47452821	47453196	+
3641	3	94687993	94688627	+
3642	15	12679281	12679706	+
3643	11	85731214	85731860	+
3644	2	45268201	45268839	+
3645	9	61252788	61253613	+
3646	15	99375856	99376139	+
3647	13	63390708	63391119	+
3648	16	30143272	30143587	+
3649	9	25381307	25381802	+
3650	1	108609717	108610670	+
3651	6	50025454	50025880	+
3652	12	110153073	110153711	+
3653	7	75096190	75096594	+
3654	18	30879653	30880206	+
3655	11	120124990	120125806	+
3656	8	7076229	7076746	+
3657	3	148026821	148027488	+
3658	17	75501312	75501736	+
3659	8	110543387	110543923	+
3660	6	34502391	34502851	+
3661	8	50193749	50194877	+
3662	5	89652798	89653551	+
3663	14	23410369	23410970	+
3664	19	53497691	53498344	+
3665	18	9827588	9828317	+
3666	12	27257810	27258323	+
3667	5	148563439	148563701	+
3668	16	78725475	78726128	+
3669	17	91735994	91736990	+
3670	11	45088409	45089068	+
3671	13	94337513	94337792	+
3672	8	73015754	73016666	+
3673	6	50955322	50956328	+
3674	6	50952577	50953235	+
3675	12	113567785	113568137	+
3676	8	13407217	13407709	+
3677	6	88338972	88339499	+
3678	8	66693682	66694432	+
3679	6	65621997	65623607	+
3680	15	36304983	36305448	+
3681	13	56891578	56892160	+
3682	5	54272219	54272607	+
3683	1	189970458	189971109	+
3684	17	63044401	63044957	+
3685	8	129190178	129190899	+
3686	2	22026697	22027243	+
3687	4	105634134	105635625	+
3688	2	35078395	35079275	+
3689	4	81872387	81872926	+
3690	11	59989938	59991508	+
3691	9	108893196	108893827	+
3692	5	132330661	132331501	+
3693	4	149502989	149503762	+
3694	9	87451683	87452452	+
3695	17	73286908	73287375	+
3696	5	119922290	119922879	+
3697	5	111624738	111625230	+
3698	17	66131598	66132023	+
3699	10	124710757	124711186	+
3700	12	80947084	80948312	+
3701	16	55934839	55935429	+
3702	19	58199558	58200015	+
3703	5	17209643	17210117	+
3704	9	41036949	41037739	+
3705	12	41950913	41951501	+
3706	5	111823053	111823838	+
3707	1	123019651	123020187	+
3708	6	6878575	6879379	+
3709	1	167625421	167625967	+
3710	4	31117484	31117972	+
3711	10	76653504	76654039	+
3712	19	55671895	55672964	+
3713	4	8817546	8818243	+
3714	9	60788130	60788765	+
3715	6	117101360	117101935	+
3716	2	59400526	59401391	+
3717	9	108166400	108166977	+
3718	17	34259616	34260831	+
3719	6	36787807	36788251	+
3720	11	61296787	61299003	+
3721	7	80143348	80143796	+
3722	15	83916700	83917204	+
3723	16	11498773	11499532	+
3724	11	102466602	102467597	+
3725	2	5667442	5668080	+
3726	12	93768184	93768883	+
3727	14	27882530	27883140	+
3728	4	35070241	35070526	+
3729	18	5162553	5163409	+
3730	18	63497824	63498326	+
3731	17	81286365	81287369	+
3732	2	165552836	165553311	+
3733	3	146780436	146781550	+
3734	12	27217848	27218596	+
3735	14	21613451	21613849	+
3736	12	99306527	99307126	+
3737	2	51623463	51623958	+
3738	2	165558050	165558566	+
3739	17	45455382	45456367	+
3740	17	48201724	48202301	+
3741	15	84115914	84116238	+
3742	17	67335403	67336008	+
3743	17	29587712	29588602	+
3744	14	93687562	93688228	+
3745	5	119106712	119107406	+
3746	8	91907152	91908456	+
3747	4	142782641	142783664	+
3748	5	41170997	41171289	+
3749	1	184568889	184569822	+
3750	10	69201528	69201787	+
3751	10	125411265	125411739	+
3752	3	34219897	34220507	+
3753	6	38115033	38116087	+
3754	1	91924958	91925353	+
3755	16	95976834	95977327	+
3756	8	84339459	84339972	+
3757	5	148129205	148129933	+
3758	6	122714484	122715173	+
3759	7	81210154	81210975	+
3760	4	148900371	148900861	+
3761	8	105455323	105455749	+
3762	1	36780463	36781094	+
3763	15	42198142	42198761	+
3764	4	94984219	94985765	+
3765	6	51418877	51420842	+
3766	15	101837879	101838313	+
3767	19	25728815	25729404	+
3768	8	27787970	27788444	+
3769	4	72050745	72051310	+
3770	4	125931713	125932966	+
3771	17	63050052	63050900	+
3772	1	122578986	122579491	+
3773	6	147901653	147902144	+
3774	12	88142996	88143612	+
3775	1	62947882	62948861	+
3776	2	113280402	113281044	+
3777	15	33358895	33359594	+
3778	3	153771061	153771708	+
3779	2	33448344	33449395	+
3780	6	99874223	99874523	+
3781	17	44285413	44285599	+
3782	1	42596417	42597564	+
3783	2	75329921	75330850	+
3784	10	85860604	85860844	+
3785	18	13606575	13607201	+
3786	17	51013226	51013730	+
3787	5	111837758	111838786	+
3788	10	88954064	88954497	+
3789	17	54517007	54517590	+
3790	2	128539384	128540841	+
3791	18	56222787	56223715	+
3792	12	13180748	13181049	+
3793	9	32348574	32351201	+
3794	3	86353559	86355273	+
